titulo,preco,link,data_coleta,medida,marca,modelo,preco_original,promocao,imagem,marketplace,categoria,disponivel,avaliacoes,nota_media,vendedor,frete_gratis,parcelamento,descricao,frete
Pneu Aplus Aro 17 235/60R17 A919 102H,860.23,https://www.magazineluiza.com.br/pneu-aplus-aro-17-235-60r17-a919-102h/p/be9g7a7a5g/au/pine/,2025-09-02 09:26:06,235/60R17,,,,False,,magazineluiza,,True,0,0.0,Web Pneus,False,,,
Pneu Aro 17 Michelin 235/60 R17 102V Primacy 4+,1518.4,https://www.magazineluiza.com.br/pneu-aro-17-michelin-235-60-r17-102v-primacy-4/p/gk78g8afeh/au/aupa/,2025-09-02 09:26:13,235/60R17,michelin,,,False,,magazineluiza,,True,0,0.0,Pneugreen,False,,,
Pneu aro 17 235/60 r17 chengshan csc303 102v,739.54,https://www.magazineluiza.com.br/pneu-aro-17-235-60-r17-chengshan-csc303-102v/p/gg9d17ghcj/au/aupa/,2025-09-02 09:26:15,235/60R17,,,,False,,magazineluiza,,True,0,0.0,Burajiru Pneus,False,,,
Pneu Delinte Aro 17 235/60 R17 DS2 106H XL,1083.67,https://www.magazineluiza.com.br/pneu-delinte-aro-17-235-60-r17-ds2-106h-xl/p/ec7j8180k8/au/pine/,2025-09-02 09:26:17,235/60R17,,,,False,,magazineluiza,,True,0,0.0,Web Pneus,False,,,
Pneu Aro 17 Xbri 235/60 R17 TL 102H Forza H/T 2,629.59,https://www.magazineluiza.com.br/pneu-aro-17-xbri-235-60-r17-tl-102h-forza-h-t-2/p/bhb36ke3h7/au/pine/,2025-09-02 09:26:19,235/60R17,,,,False,,magazineluiza,,True,0,0.0,Pneugreen,False,,,
Pneu aro 17 235/60 r17 milever mu069 102h,739.54,https://www.magazineluiza.com.br/pneu-aro-17-235-60-r17-milever-mu069-102h/p/de734bbh75/au/pine/,2025-09-02 09:26:21,235/60R17,,,,False,,magazineluiza,,True,0,0.0,Burajiru Pneus,False,,,
Pneu Laufenn 235/60 R17 102H G Fit As Lh41,795.79,https://www.magazineluiza.com.br/pneu-laufenn-235-60-r17-102h-g-fit-as-lh41/p/ceh602fchh/au/aupa/,2025-09-02 09:26:23,235/60R17,,,,False,,magazineluiza,,True,0,0.0,Auto Loja,False,,,
Pneu Pirelli 235/60 R17 102H Scorpion Verde All Season,1271.57,https://www.magazineluiza.com.br/pneu-pirelli-235-60-r17-102h-scorpion-verde-all-season/p/ca4gb1j1aa/au/aupa/,2025-09-02 09:26:25,235/60R17,pirelli,,,False,,magazineluiza,,True,0,0.0,Pneugreen,False,,,
Pneu aplus 235/60r17 102h a919,641.52,https://www.magazineluiza.com.br/pneu-aplus-235-60r17-102h-a919/p/bha51kg464/au/pine/,2025-09-02 09:27:03,235/60R17,,,,False,,magazineluiza,,True,0,0.0,GWT PNEUS,False,,,
Pneu aplus 235/60r17 102h a919,614.36,https://www.magazineluiza.com.br/pneu-aplus-235-60r17-102h-a919/p/ffkdjg6hhd/au/pine/,2025-09-02 09:27:06,235/60R17,,,,False,,magazineluiza,,True,0,0.0,T4 Shop,False,,,
Pneu Aplus Aro 17 235/60R17 A919 102H,860.23,https://www.magazineluiza.com.br/pneu-aplus-aro-17-235-60r17-a919-102h/p/be9g7a7a5g/au/pine/,2025-09-02 09:27:08,235/60R17,,,,False,,magazineluiza,,True,0,0.0,Web Pneus,False,,,
Pneu Aro 17 Michelin 235/60 R17 102V Primacy 4+,1518.4,https://www.magazineluiza.com.br/pneu-aro-17-michelin-235-60-r17-102v-primacy-4/p/gk78g8afeh/au/aupa/,2025-09-02 09:27:14,235/60R17,michelin,,,False,,magazineluiza,,True,0,0.0,Pneugreen,False,,,
Pneu aro 17 235/60 r17 chengshan csc303 102v,739.54,https://www.magazineluiza.com.br/pneu-aro-17-235-60-r17-chengshan-csc303-102v/p/gg9d17ghcj/au/aupa/,2025-09-02 09:27:16,235/60R17,,,,False,,magazineluiza,,True,0,0.0,Burajiru Pneus,False,,,
Pneu Delinte Aro 17 235/60 R17 DS2 106H XL,1083.67,https://www.magazineluiza.com.br/pneu-delinte-aro-17-235-60-r17-ds2-106h-xl/p/ec7j8180k8/au/pine/,2025-09-02 09:27:18,235/60R17,,,,False,,magazineluiza,,True,0,0.0,Web Pneus,False,,,
Pneu Aro 17 Xbri 235/60 R17 TL 102H Forza H/T 2,629.59,https://www.magazineluiza.com.br/pneu-aro-17-xbri-235-60-r17-tl-102h-forza-h-t-2/p/bhb36ke3h7/au/pine/,2025-09-02 09:27:19,235/60R17,,,,False,,magazineluiza,,True,0,0.0,Pneugreen,False,,,
Pneu aro 17 235/60 r17 milever mu069 102h,739.54,https://www.magazineluiza.com.br/pneu-aro-17-235-60-r17-milever-mu069-102h/p/de734bbh75/au/pine/,2025-09-02 09:27:23,235/60R17,,,,False,,magazineluiza,,True,0,0.0,Burajiru Pneus,False,,,
Pneu Laufenn 235/60 R17 102H G Fit As Lh41,795.79,https://www.magazineluiza.com.br/pneu-laufenn-235-60-r17-102h-g-fit-as-lh41/p/ceh602fchh/au/aupa/,2025-09-02 09:27:24,235/60R17,,,,False,,magazineluiza,,True,0,0.0,Auto Loja,False,,,
Pneu Pirelli 235/60 R17 102H Scorpion Verde All Season,1271.57,https://www.magazineluiza.com.br/pneu-pirelli-235-60-r17-102h-scorpion-verde-all-season/p/ca4gb1j1aa/au/aupa/,2025-09-02 09:27:26,235/60R17,pirelli,,,False,,magazineluiza,,True,0,0.0,Pneugreen,False,,,
